flags,utterance,category,intent,intent_encoded,category_encoded
B,check how long refunds take,REFUND,check_refund_policy,6,9
B,help me checking in what cases can I ask for a refund,REFUND,check_refund_policy,6,9
B,I have to buy an item,ORDER,place_order,19,7
BIM,where can I check what options for delivery I can choose?,DELIVERY,delivery_options,12,3
BLQ,need assistance to make a consumer claim,FEEDBACK,complaint,7,4
BMP,I would like to find the invoices from three months ago,INVOICE,check_invoice,4,5
B,question about changing an order,ORDER,change_order,1,7
BI,how to track an order?,ORDER,track_order,25,7
BI,how can I contact customer service?,CONTACT,contact_customer_service,8,2
BIP,could you help me change my shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I don't know how I can get the invoice,INVOICE,get_invoice,15,5
BE,I do not know how to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,help me buy several items,ORDER,place_order,19,7
BILQ,how to delete a freemium account,ACCOUNT,delete_account,11,0
BLQZ,i have to cancel the newsletter subscripiton,NEWSLETTER,newsletter_subscription,17,6
BIP,would it be possible to check the status of my order?,ORDER,track_order,25,7
BIP,could you help me check how soon can I expect the item?,DELIVERY,delivery_period,13,3
BIM,where can I check the invoices from April?,INVOICE,check_invoice,4,5
BL,assistance using my new user account,ACCOUNT,switch_account,24,0
BKL,error changing delivery address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I don't know how to check the invoice,INVOICE,check_invoice,4,5
BE,I do not know how I can report a payment issue,PAYMENT,payment_issue,18,8
BIM,what do I have to do to report issues with payments?,PAYMENT,payment_issue,18,8
BL,I need help resetting the PIN code of my account,ACCOUNT,recover_password,20,0
BILZ,can you help  me making a claim against your business?,FEEDBACK,complaint,7,4
BI,what do I have to do to track my order?,ORDER,track_order,25,7
B,help me to use another account,ACCOUNT,switch_account,24,0
BLM,assistance to see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I want help to check the status of my order,ORDER,track_order,25,7
BLQ,i dont know what to do to sign up,ACCOUNT,create_account,10,0
B,help me solve an issue with payment,PAYMENT,payment_issue,18,8
BM,I need help solving issues with payments,PAYMENT,payment_issue,18,8
BI,where can I cancel the order I have made?,ORDER,cancel_order,0,7
BELQ,i do not know what i need to do to report a signup error,ACCOUNT,registration_problems,21,0
BLZ,I call to ffile a claim against your organization,FEEDBACK,complaint,7,4
BIMP,could you help me buy several of your item?,ORDER,place_order,19,7
BI,how to track my last order?,ORDER,track_order,25,7
BI,where to check my refund status?,REFUND,track_refund,26,9
BI,how do I delete an account?,ACCOUNT,delete_account,11,0
BL,I want to make a complaint against your company,FEEDBACK,complaint,7,4
BE,I do not know what I have to do to get a refund,REFUND,get_refund,16,9
B,help to report a payment issue,PAYMENT,payment_issue,18,8
B,I want help contacting customer service,CONTACT,contact_customer_service,8,2
BEP,I do not know how I could contact customer service,CONTACT,contact_customer_service,8,2
B,I need assistance to submit some feedback for your company,FEEDBACK,review,22,4
BIMP,could you help me buying several items?,ORDER,place_order,19,7
BEM,I do not know what to do to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,what do I need to do to track my order?,ORDER,track_order,25,7
BI,can you help me checking the status of the refund?,REFUND,track_refund,26,9
BI,can you help me to set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,how can I get the invoice from last month?,INVOICE,get_invoice,15,5
BM,help me getting refunds of money,REFUND,get_refund,16,9
BI,can you show me the options for delivery?,DELIVERY,delivery_options,12,3
BIP,where could I file a complaint against your business?,FEEDBACK,complaint,7,4
BLZ,I tgry to lodge a customer claim against your company,FEEDBACK,complaint,7,4
B,I don't know what to do to get a refund of money,REFUND,get_refund,16,9
BIP,how could I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,17,6
B,I am trying to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BP,I would like to check how soon can I expect the item,DELIVERY,delivery_period,13,3
BIP,will you show me your refund policy?,REFUND,check_refund_policy,6,9
BI,can I leave a review?,FEEDBACK,review,22,4
BM,report registration issues,ACCOUNT,registration_problems,21,0
B,help switching to another account,ACCOUNT,switch_account,24,0
BLQ,i need help to modify my personal information,ACCOUNT,edit_account,14,0
B,assistance changing my last order,ORDER,change_order,1,7
B,help setting a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BI,can you show me in what cases can I ask for my money back?,REFUND,check_refund_policy,6,9
BE,I do not know how I can switch to another account,ACCOUNT,switch_account,24,0
BI,can you tell me more about the delivery options?,DELIVERY,delivery_options,12,3
B,I am trying to check the delivery options,DELIVERY,delivery_options,12,3
BL,I don't know what to do to modify the delivery address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I want assistance to get my invoice,INVOICE,get_invoice,15,5
BE,I do not know how to get a refund of money,REFUND,get_refund,16,9
B,I don't know how I can cancel the last order I made,ORDER,cancel_order,0,7
BE,I do not know what to do to leave a review,FEEDBACK,review,22,4
BIM,what do I have to do to check the invoices from last month?,INVOICE,check_invoice,4,5
BIMP,could you show me what delivery options I can choose?,DELIVERY,delivery_options,12,3
BCEIL,"I cannot sign up, can you help me report a sign-up error?",ACCOUNT,registration_problems,21,0
BE,I cannot check the status of my refund,REFUND,track_refund,26,9
BM,I want assistance to get the invoices,INVOICE,get_invoice,15,5
BM,I want help to check what delivery options I can choose,DELIVERY,delivery_options,12,3
BI,how much would you charge me if I broke the contract?,CANCELLATION_FEE,check_cancellation_fee,3,1
BLQ,need to file a consumer reclamation against ur business,FEEDBACK,complaint,7,4
BLQ,need assistance to see ur accepted payment options,PAYMENT,check_payment_methods,5,8
BIMP,will you give me information about the delivery periods?,DELIVERY,delivery_period,13,3
BI,where can I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,17,6
B,help using another account,ACCOUNT,switch_account,24,0
BM,problem with adding some items to an order,ORDER,change_order,1,7
BE,I do not know what to do to switch to another account,ACCOUNT,switch_account,24,0
BK,check cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I want help to check what delivery options are available,DELIVERY,delivery_options,12,3
BM,I don't know how to take a quick look at my invoices,INVOICE,check_invoice,4,5
BI,can you send me the invoice from last month?,INVOICE,get_invoice,15,5
BM,assistance reporting registration issues,ACCOUNT,registration_problems,21,0
BEL,I do not know how to see the payment options,PAYMENT,check_payment_methods,5,8
BLQ,i want assistance to file a complaint against ur company,FEEDBACK,complaint,7,4
B,I need to change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,help me check the status of the refund,REFUND,track_refund,26,9
BM,I am trying to check what delivery options are available,DELIVERY,delivery_options,12,3
BILQZ,can I recover my uswer account pass?,ACCOUNT,recover_password,20,0
BIP,where could I report an issue with payment?,PAYMENT,payment_issue,18,8
BIL,is it possible to change to a different account?,ACCOUNT,switch_account,24,0
B,I need help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I have a problem with canceling the last order I made,ORDER,cancel_order,0,7
BL,I don't know how I can make a customer claim,FEEDBACK,complaint,7,4
B,tell me about unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BIMP,will you send me the invoice from seven purchases ago?,INVOICE,get_invoice,15,5
BIP,could you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BLQ,i have to contact somebody,CONTACT,contact_human_agent,9,2
B,I need assistance to leave a review for your services,FEEDBACK,review,22,4
B,I have got to edit the information on my account,ACCOUNT,edit_account,14,0
BILM,where can I see the termination fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BCELQ,i do not understand a word ya say speak with an agent,CONTACT,contact_human_agent,9,2
BELQZ,i cannot cancel the subscription to ur corpolrate newsletter,NEWSLETTER,newsletter_subscription,17,6
BLQ,i need assistance switching to a different account,ACCOUNT,switch_account,24,0
B,I don't know what I need to do to register,ACCOUNT,create_account,10,0
BLW,I can't change to a new fucking user account,ACCOUNT,switch_account,24,0
BELQ,I'm looking for information about the key reset,ACCOUNT,recover_password,20,0
B,I need assistance to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I can't set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,assistance setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I don't know what I need to do to track the last order,ORDER,track_order,25,7
BI,can you show me your allowed payment methods?,PAYMENT,check_payment_methods,5,8
BIP,how could I check the status of my order?,ORDER,track_order,25,7
B,I can't check the status of my refund,REFUND,track_refund,26,9
BIMP,could you help me solve issues with payment?,PAYMENT,payment_issue,18,8
BM,help me checking what delivery options I can choose,DELIVERY,delivery_options,12,3
BK,switch to another account,ACCOUNT,switch_account,24,0
BKL,change to new profile,ACCOUNT,switch_account,24,0
BIM,can you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BIP,how could I check what payment methods you accept?,PAYMENT,check_payment_methods,5,8
B,issue setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIMP,could you help me remove some items?,ORDER,change_order,1,7
BI,can you help me track the last order?,ORDER,track_order,25,7
BE,I do not know how to report an issue with payment,PAYMENT,payment_issue,18,8
B,I want help using another account,ACCOUNT,switch_account,24,0
BI,can you show me the refund status?,REFUND,track_refund,26,9
B,assistance to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BIM,can you help me to report registration issues?,ACCOUNT,registration_problems,21,0
BILM,where can I find information about account deletions?,ACCOUNT,delete_account,11,0
B,assistance finding the invoice from my last purchase,INVOICE,check_invoice,4,5
B,help cancelling the last order I have made,ORDER,cancel_order,0,7
B,I need help deleting my account,ACCOUNT,delete_account,11,0
BI,how long until I get a refund of money?,REFUND,get_refund,16,9
BIP,would it be possible to switch to another account?,ACCOUNT,switch_account,24,0
BI,can you help me to switch to another account?,ACCOUNT,switch_account,24,0
BM,assistance checking what delivery options I have,DELIVERY,delivery_options,12,3
BIP,would it be possible to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,could you help me to file a complaint?,FEEDBACK,complaint,7,4
BE,I do not know what I have to do to check the refund status,REFUND,track_refund,26,9
BIP,could you tell me about the delivery options?,DELIVERY,delivery_options,12,3
B,help to cancel the last order,ORDER,cancel_order,0,7
BLQ,i have got to check what payment options are accepted,PAYMENT,check_payment_methods,5,8
B,help to check my refund status,REFUND,track_refund,26,9
BIM,how to report payment issues?,PAYMENT,payment_issue,18,8
BI,what do I need to do to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
